Claim_ID,SKU,Component Failed,Days After Purchase,Repair Cost
W045416,LP0564,Speaker,351,268
W045417,LP0028,RAM,66,601
W045418,LP0063,Cooling Fan,503,673
W045419,LP0384,Keyboard,904,587
W045420,LP0305,Touchpad,503,372
W045421,LP0910,Cooling Fan,1088,354
W045422,LP0985,Keyboard,832,545
W045423,LP0190,Battery,425,104
W045424,LP0186,Touchpad,747,67
W045425,LP0128,Touchpad,598,300
W045426,LP0729,Display,358,305
W045427,LP0505,RAM,249,631
W045428,LP0551,Keyboard,1024,385
W045429,LP0641,Touchpad,835,124
W045430,LP0235,Motherboard,510,170
W045431,LP0186,RAM,1084,51
W045432,LP0795,Battery,367,389
W045433,LP0812,GPU,727,179
W045434,LP0287,Keyboard,791,44
W045435,LP0001,RAM,186,196
W045436,LP0462,Display,126,397
W045437,LP0742,Cooling Fan,828,437
W045438,LP0214,Speaker,167,220
W045439,LP0603,SSD,482,66
W045440,LP0801,RAM,725,501
W045441,LP0930,Speaker,351,646
W045442,LP0796,Keyboard,75,380
W045443,LP0913,SSD,767,363
W045444,LP0299,Battery,928,417
W045445,LP0440,Cooling Fan,825,196
W045446,LP0607,GPU,787,102
W045447,LP0422,Touchpad,376,549
W045448,LP0652,GPU,260,340
W045449,LP0814,RAM,1086,79
W045450,LP0062,GPU,348,246
W045451,LP0957,Speaker,309,549
W045452,LP0418,GPU,627,447
W045453,LP0656,Keyboard,142,647
W045454,LP0284,RAM,827,219
W045455,LP0309,Speaker,844,691
W045456,LP0239,Keyboard,243,241
W045457,LP0721,Motherboard,1037,633
W045458,LP0082,GPU,666,303
W045459,LP0940,Speaker,758,388
W045460,LP0391,RAM,556,72
W045461,LP0802,Keyboard,233,460
W045462,LP0373,Keyboard,31,68
W045463,LP0821,Touchpad,493,273
W045464,LP0338,Battery,805,391
W045465,LP0263,Touchpad,392,82
W045466,LP0280,GPU,499,141
W045467,LP0156,Keyboard,957,338
W045468,LP0347,Battery,928,110
W045469,LP0507,Display,308,119
W045470,LP0538,SSD,695,48
W045471,LP0232,GPU,237,63
W045472,LP0574,Battery,508,331
W045473,LP0049,SSD,52,262
W045474,LP0828,Keyboard,1046,459
W045475,LP0112,Keyboard,824,527
W045476,LP0334,Cooling Fan,1086,429
W045477,LP0473,Keyboard,877,412
W045478,LP0274,GPU,997,112
W045479,LP0940,Battery,161,258
W045480,LP0814,Speaker,1042,233
W045481,LP0009,Battery,569,241
W045482,LP0949,Touchpad,422,233
W045483,LP0325,Keyboard,354,651
W045484,LP0931,Cooling Fan,997,696
W045485,LP0371,Motherboard,1080,266
W045486,LP0579,Cooling Fan,122,523
W045487,LP0727,SSD,619,367
W045488,LP0516,RAM,138,668
W045489,LP0446,GPU,243,595
W045490,LP0764,Keyboard,690,84
W045491,LP0882,GPU,301,383
W045492,LP0561,Display,1013,693
W045493,LP0119,Touchpad,986,201
W045494,LP0784,Touchpad,129,482
W045495,LP0620,Touchpad,623,180
W045496,LP0640,SSD,535,121
W045497,LP0892,Motherboard,729,352
W045498,LP0412,Motherboard,197,187
W045499,LP0744,Motherboard,347,263
W045500,LP0232,Keyboard,216,82
W045501,LP0636,RAM,841,203
W045502,LP0833,RAM,149,198
W045503,LP0178,RAM,1021,559
W045504,LP0753,Touchpad,491,271
W045505,LP0828,Keyboard,281,49
W045506,LP0647,Touchpad,725,673
W045507,LP0117,Cooling Fan,125,614
W045508,LP0790,SSD,909,682
W045509,LP0396,SSD,954,315
W045510,LP0916,Speaker,852,171
W045511,LP0525,GPU,949,610
W045512,LP0625,Battery,1050,48
W045513,LP0386,Battery,519,591
W045514,LP0591,SSD,325,394
W045515,LP0768,Touchpad,416,435
W045516,LP0163,Display,1075,180
W045517,LP0210,Cooling Fan,885,216
W045518,LP0361,Keyboard,287,130
W045519,LP0031,Keyboard,719,477
W045520,LP0721,GPU,200,643
W045521,LP0400,GPU,677,618
W045522,LP0282,Cooling Fan,316,92
W045523,LP0788,Motherboard,69,520
W045524,LP0174,GPU,267,39
W045525,LP0639,Speaker,864,100
W045526,LP0767,Speaker,303,83
W045527,LP0671,GPU,583,331
W045528,LP0435,Display,57,269
W045529,LP0624,RAM,757,178
W045530,LP0266,Motherboard,1019,395
W045531,LP0554,Keyboard,444,392
W045532,LP0162,GPU,967,168
W045533,LP0482,Speaker,183,313
W045534,LP0904,Touchpad,18,439
W045535,LP0194,Battery,510,529
W045536,LP0333,Keyboard,1094,208
W045537,LP0875,GPU,302,568
W045538,LP0213,Battery,914,393
W045539,LP0892,Touchpad,475,590
W045540,LP0376,Battery,86,269
W045541,LP0482,Battery,439,125
W045542,LP0947,Motherboard,917,213
W045543,LP0323,Cooling Fan,633,523
W045544,LP0886,Motherboard,80,691
W045545,LP0150,Display,1074,581
W045546,LP0923,SSD,116,346
W045547,LP0675,Keyboard,630,487
W045548,LP0044,Battery,326,310
W045549,LP0305,Cooling Fan,1035,239
W045550,LP0914,GPU,346,247
W045551,LP0550,Battery,693,75
W045552,LP0036,Battery,688,246
W045553,LP0949,Keyboard,152,224
W045554,LP0698,Keyboard,229,477
W045555,LP0102,Motherboard,983,507
W045556,LP0147,Motherboard,634,157
W045557,LP0669,GPU,128,376
W045558,LP0996,Motherboard,587,180
W045559,LP0465,Touchpad,673,440
W045560,LP0687,Touchpad,1040,574
W045561,LP0152,RAM,928,394
W045562,LP0663,Battery,289,229
W045563,LP0518,GPU,660,655
W045564,LP0839,GPU,1068,598
W045565,LP0252,GPU,546,285
W045566,LP0926,Keyboard,466,56
W045567,LP0691,Cooling Fan,367,457
W045568,LP0662,Battery,270,210
W045569,LP0514,GPU,650,540
W045570,LP0127,Touchpad,776,632
W045571,LP0768,Battery,80,36
W045572,LP0496,Cooling Fan,183,505
W045573,LP0748,Cooling Fan,401,211
W045574,LP0172,Motherboard,89,60
W045575,LP0230,Speaker,798,489
W045576,LP0348,Touchpad,547,147
W045577,LP0229,Keyboard,299,134
W045578,LP0200,Motherboard,1038,122
W045579,LP0882,Battery,203,246
W045580,LP0495,Keyboard,584,390
W045581,LP0610,SSD,1083,173
W045582,LP0641,RAM,233,604
W045583,LP0919,Display,434,298
W045584,LP0282,Display,122,525
W045585,LP0918,Touchpad,805,589
W045586,LP0157,GPU,719,432
W045587,LP0980,Cooling Fan,498,231
W045588,LP0760,Battery,108,634
W045589,LP0353,Display,300,667
W045590,LP0920,Battery,935,312
W045591,LP0767,Keyboard,267,605
W045592,LP0819,SSD,127,625
W045593,LP0366,Touchpad,60,377
W045594,LP0603,GPU,25,154
W045595,LP0916,Keyboard,948,68
W045596,LP0636,Battery,631,519
W045597,LP0845,Speaker,157,72
W045598,LP0159,RAM,1022,559
W045599,LP0543,SSD,337,229
W045600,LP0891,Speaker,31,585
W045601,LP0186,SSD,675,526
W045602,LP0152,Cooling Fan,885,621
W045603,LP0582,Motherboard,1060,168
W045604,LP0454,Keyboard,524,210
W045605,LP0166,Touchpad,654,694
W045606,LP0276,GPU,40,302
W045607,LP0591,Touchpad,530,171
W045608,LP0111,RAM,176,694
W045609,LP0159,Keyboard,17,658
W045610,LP0671,GPU,143,158
W045611,LP0784,Battery,365,197
W045612,LP0762,Display,684,308
W045613,LP0040,Cooling Fan,32,122
W045614,LP0300,Motherboard,261,127
W045615,LP0125,SSD,312,217
W045616,LP0562,GPU,240,185
W045617,LP0723,SSD,343,694
W045618,LP0482,Touchpad,77,416
W045619,LP0998,GPU,169,307
W045620,LP0588,Keyboard,895,48
W045621,LP0498,SSD,169,445
W045622,LP0695,Display,527,107
W045623,LP0507,Touchpad,990,599
W045624,LP0801,RAM,765,425
W045625,LP0837,Cooling Fan,208,330
W045626,LP0327,Display,892,446
W045627,LP0217,Display,23,380
W045628,LP0273,Touchpad,384,157
W045629,LP0327,RAM,783,220
W045630,LP0309,Battery,821,644
W045631,LP0501,SSD,787,462
W045632,LP0312,Speaker,165,473
W045633,LP0007,Keyboard,249,113
W045634,LP0289,Cooling Fan,1049,273
W045635,LP0887,SSD,585,386
W045636,LP0641,Touchpad,177,596
W045637,LP0334,Battery,742,114
W045638,LP0451,Display,718,180
W045639,LP0403,Keyboard,433,555
W045640,LP0917,SSD,569,192
W045641,LP0862,Speaker,906,452
W045642,LP0074,GPU,205,357
W045643,LP0964,Motherboard,183,622
W045644,LP0974,SSD,210,398
W045645,LP0722,Display,696,211
W045646,LP0232,RAM,57,489
W045647,LP0022,Speaker,957,70
W045648,LP0275,Cooling Fan,460,631
W045649,LP0845,Display,334,618
W045650,LP0788,RAM,14,252
W045651,LP0991,SSD,396,588
W045652,LP0570,Battery,179,538
W045653,LP0816,Motherboard,1020,401
W045654,LP0843,Motherboard,720,98
W045655,LP0412,Keyboard,437,432
W045656,LP0233,RAM,753,70
W045657,LP0818,Motherboard,580,508
W045658,LP0081,SSD,38,59
W045659,LP0341,GPU,621,654
W045660,LP0305,RAM,263,443
W045661,LP0024,Keyboard,950,537
W045662,LP0756,Battery,302,563
W045663,LP0936,GPU,1048,223
W045664,LP0093,Touchpad,870,31
W045665,LP0959,SSD,712,136
W045666,LP0629,Display,760,73
W045667,LP0298,Speaker,295,50
W045668,LP0051,Cooling Fan,132,468
W045669,LP0143,SSD,580,205
W045670,LP0819,SSD,342,103
W045671,LP0872,Touchpad,1047,513
W045672,LP0915,Keyboard,410,134
W045673,LP0534,RAM,38,689
W045674,LP0559,Speaker,536,425
W045675,LP0969,Keyboard,895,313
W045676,LP0819,RAM,731,619
W045677,LP0473,Speaker,791,176
W045678,LP0989,Speaker,437,405
W045679,LP0085,Touchpad,978,467
W045680,LP0925,Battery,45,318
W045681,LP0439,Cooling Fan,373,415
W045682,LP0724,Display,50,487
W045683,LP0924,Battery,309,119
W045684,LP0213,Speaker,376,617
W045685,LP0794,Battery,696,355
W045686,LP0622,Motherboard,894,79
W045687,LP0944,GPU,621,48
W045688,LP0885,SSD,775,300
W045689,LP0914,Touchpad,632,620
W045690,LP0735,Speaker,895,146
W045691,LP0091,Touchpad,641,289
W045692,LP0468,Motherboard,111,190
W045693,LP0871,Touchpad,886,607
W045694,LP0571,RAM,292,220
W045695,LP0636,Speaker,361,101
W045696,LP0425,Battery,417,319
W045697,LP0843,GPU,364,320
W045698,LP0587,RAM,841,691
W045699,LP0562,Cooling Fan,733,424
W045700,LP0427,Battery,397,174
W045701,LP0031,RAM,923,183
W045702,LP0148,Cooling Fan,274,171
W045703,LP0697,GPU,411,543
W045704,LP0642,Cooling Fan,811,211
W045705,LP0426,Cooling Fan,107,122
W045706,LP0792,Motherboard,278,103
W045707,LP0225,Speaker,193,80
W045708,LP0861,Battery,775,58
W045709,LP0260,Motherboard,382,186
W045710,LP0673,Speaker,773,649
W045711,LP0355,Keyboard,425,443
W045712,LP0440,RAM,403,249
W045713,LP0796,GPU,987,190
W045714,LP0359,Touchpad,667,569
W045715,LP0770,Display,1079,540
W045716,LP0843,Cooling Fan,288,537
W045717,LP0499,Battery,928,137
W045718,LP0120,GPU,68,354
W045719,LP0499,Battery,654,356
W045720,LP0282,Battery,729,489
W045721,LP0816,Keyboard,535,297
W045722,LP0106,Display,317,86
W045723,LP0692,Keyboard,226,346
W045724,LP0132,Battery,174,508
W045725,LP0239,Battery,373,346
W045726,LP0332,Motherboard,478,570
W045727,LP0167,GPU,703,570
W045728,LP0102,GPU,87,624
W045729,LP0936,SSD,514,108
W045730,LP0269,Keyboard,213,327
W045731,LP0987,Speaker,76,164
W045732,LP0327,Display,302,351
W045733,LP0495,RAM,697,117
W045734,LP0183,GPU,493,104
W045735,LP0597,Touchpad,435,572
W045736,LP0215,Cooling Fan,540,373
W045737,LP0832,Battery,534,360
W045738,LP0760,Keyboard,756,486
W045739,LP0080,GPU,914,55
W045740,LP0066,Touchpad,295,58
W045741,LP0940,Display,560,389
W045742,LP0466,Motherboard,224,466
W045743,LP0301,Cooling Fan,98,55
W045744,LP0190,GPU,475,117
W045745,LP0259,Battery,37,263
W045746,LP0803,Keyboard,324,673
W045747,LP0727,SSD,403,670
W045748,LP0757,Motherboard,297,236
W045749,LP0347,SSD,150,427
W045750,LP0773,Touchpad,943,218
W045751,LP0032,GPU,429,454
W045752,LP0315,Touchpad,321,267
W045753,LP0161,Motherboard,761,136
W045754,LP0864,Cooling Fan,882,266
W045755,LP0798,GPU,1072,67
W045756,LP0321,GPU,936,410
W045757,LP0372,Cooling Fan,581,585
W045758,LP0668,Keyboard,968,348
W045759,LP0996,Motherboard,674,569
W045760,LP0302,Touchpad,249,324
W045761,LP0178,Battery,113,215
W045762,LP0636,Battery,750,677
W045763,LP0549,Keyboard,1008,371
W045764,LP0890,Battery,323,513
W045765,LP0411,GPU,130,636
W045766,LP0590,Speaker,588,111
W045767,LP0698,Battery,287,113
W045768,LP0102,Battery,755,661
W045769,LP0155,Display,93,432
W045770,LP0274,Keyboard,240,483
W045771,LP0866,Display,1027,599
W045772,LP0429,GPU,753,40
W045773,LP0058,GPU,28,496
W045774,LP0518,SSD,522,142
W045775,LP0565,Cooling Fan,162,298
W045776,LP0529,Cooling Fan,926,130
W045777,LP0334,Touchpad,774,606
W045778,LP0790,GPU,97,668
W045779,LP0978,Display,894,304
W045780,LP0309,Speaker,895,479
W045781,LP0586,Cooling Fan,17,607
W045782,LP0382,RAM,984,649
W045783,LP0074,Cooling Fan,71,345
W045784,LP0417,Speaker,896,458
W045785,LP0629,GPU,1075,182
W045786,LP0251,Cooling Fan,676,646
W045787,LP0151,Cooling Fan,410,137
W045788,LP0100,Speaker,53,639
W045789,LP0078,Cooling Fan,235,538
W045790,LP0429,Display,1007,150
W045791,LP0357,Display,207,414
W045792,LP0332,GPU,595,667
W045793,LP0885,Battery,546,260
W045794,LP0789,Touchpad,217,434
W045795,LP0413,Battery,478,532
W045796,LP0127,Cooling Fan,747,472
W045797,LP0947,Speaker,212,447
W045798,LP0137,Speaker,496,509
W045799,LP0587,Battery,636,625
W045800,LP0911,Motherboard,915,353
W045801,LP0051,Battery,500,191
W045802,LP0560,SSD,907,264
W045803,LP0312,Touchpad,426,279
W045804,LP0881,RAM,714,383
W045805,LP0094,Display,409,410
W045806,LP0331,Motherboard,722,106
W045807,LP0886,Battery,1068,64
W045808,LP0936,GPU,841,134
W045809,LP0015,Speaker,677,104
W045810,LP0109,Display,396,229
W045811,LP0618,Battery,632,134
W045812,LP0517,GPU,711,515
W045813,LP0180,Motherboard,732,43
W045814,LP0991,Battery,123,52
W045815,LP0892,Speaker,714,209
W045816,LP0902,SSD,178,326
W045817,LP0939,Touchpad,307,689
W045818,LP0028,SSD,107,416
W045819,LP0511,RAM,54,438
W045820,LP0079,Cooling Fan,106,330
W045821,LP0875,Motherboard,203,566
W045822,LP0533,Display,771,628
W045823,LP0949,SSD,354,130
W045824,LP0356,Motherboard,298,313
W045825,LP0837,Speaker,954,399
W045826,LP0425,RAM,644,672
W045827,LP0325,Battery,257,260
W045828,LP0960,GPU,993,676
W045829,LP0997,Battery,920,361
W045830,LP0948,Speaker,44,248
W045831,LP0154,Motherboard,465,632
W045832,LP0431,Touchpad,105,399
W045833,LP0613,Display,252,474
W045834,LP0640,Motherboard,328,354
W045835,LP0064,Motherboard,109,596
W045836,LP0944,Motherboard,259,227
W045837,LP0564,RAM,981,300
W045838,LP0063,Motherboard,879,450
W045839,LP0828,Keyboard,753,349
W045840,LP0866,Battery,171,454
W045841,LP0027,Display,954,531
W045842,LP0965,Cooling Fan,460,536
W045843,LP0358,Battery,73,162
W045844,LP0418,Keyboard,907,277
W045845,LP0920,Motherboard,878,371
W045846,LP0398,GPU,295,112
W045847,LP0477,Motherboard,573,506
W045848,LP0501,RAM,199,493
W045849,LP0809,Keyboard,1002,224
W045850,LP0902,Cooling Fan,550,256
W045851,LP0361,SSD,908,138
W045852,LP0162,Touchpad,97,148
W045853,LP0096,GPU,1090,317
W045854,LP0268,Display,627,491
W045855,LP0471,GPU,39,690
W045856,LP0782,RAM,979,109
W045857,LP0648,Battery,38,451
W045858,LP0907,GPU,969,274
W045859,LP0269,GPU,53,467
W045860,LP0138,Speaker,978,369
W045861,LP0571,Battery,863,294
W045862,LP0505,Cooling Fan,693,379
W045863,LP0031,RAM,987,100
W045864,LP0995,Battery,438,135
W045865,LP0559,Speaker,176,366
W045866,LP0187,SSD,994,119
W045867,LP0337,GPU,268,473
W045868,LP0261,Keyboard,459,517
W045869,LP0315,Motherboard,228,367
W045870,LP0488,Display,174,159
W045871,LP0435,GPU,613,227
W045872,LP0467,GPU,301,401
W045873,LP0168,Battery,246,133
W045874,LP0245,Touchpad,266,511
W045875,LP0237,Display,808,191
W045876,LP0908,Touchpad,746,141
W045877,LP0449,Motherboard,650,551
W045878,LP0528,Battery,117,211
W045879,LP0604,Display,686,107
W045880,LP0008,Keyboard,182,593
W045881,LP0984,GPU,460,540
W045882,LP0646,RAM,660,662
W045883,LP0191,SSD,162,587
W045884,LP0440,Display,209,375
W045885,LP0475,Battery,635,553
W045886,LP0606,Motherboard,202,40
W045887,LP0749,SSD,539,602
W045888,LP0730,Keyboard,451,502
W045889,LP0971,Speaker,1059,103
W045890,LP0161,Battery,438,286
W045891,LP0770,Touchpad,286,58
W045892,LP0747,GPU,449,315
W045893,LP0401,RAM,585,630
W045894,LP0756,Display,862,33
W045895,LP0068,Display,758,265
W045896,LP0346,SSD,862,410
W045897,LP0805,Speaker,829,662
W045898,LP0719,Display,273,336
W045899,LP0737,SSD,486,510
W045900,LP0208,Battery,119,97
W045901,LP0695,Touchpad,538,309
W045902,LP0834,SSD,426,320
W045903,LP0275,SSD,853,111
W045904,LP0443,Touchpad,286,242
W045905,LP0299,GPU,826,515
W045906,LP0494,Motherboard,697,700
W045907,LP0522,Touchpad,266,432
W045908,LP0978,Speaker,618,582
W045909,LP0514,GPU,1063,185
W045910,LP0488,Battery,446,591
W045911,LP0834,Display,731,247
W045912,LP0460,RAM,1053,519
W045913,LP0094,Keyboard,141,591
W045914,LP0166,Battery,283,186
W045915,LP0213,Battery,890,265
W045916,LP0350,Keyboard,759,687
W045917,LP0739,Battery,785,408
W045918,LP0454,Display,527,446
W045919,LP0671,RAM,1092,515
W045920,LP0016,Keyboard,970,420
W045921,LP0495,SSD,265,173
W045922,LP0275,Display,62,231
W045923,LP0754,Display,821,312
W045924,LP0032,Motherboard,143,75
W045925,LP0591,GPU,478,97
W045926,LP0138,Touchpad,649,256
W045927,LP0612,Motherboard,848,284
W045928,LP0410,Keyboard,131,436
W045929,LP0423,SSD,18,414
W045930,LP0396,GPU,666,249
W045931,LP0417,Touchpad,500,656
W045932,LP0507,Motherboard,43,98
W045933,LP0609,Keyboard,774,624
W045934,LP0742,Touchpad,472,481
W045935,LP0726,GPU,188,429
W045936,LP0189,Battery,576,74
W045937,LP0931,GPU,458,476
W045938,LP0283,GPU,776,536
W045939,LP0544,Speaker,503,668
W045940,LP0442,RAM,588,688
W045941,LP0015,Speaker,565,80
W045942,LP0243,Display,831,91
W045943,LP0991,Display,402,66
W045944,LP0536,GPU,139,604
W045945,LP0163,Display,1050,135
W045946,LP0061,Touchpad,701,96
W045947,LP0253,Touchpad,1001,439
W045948,LP0738,GPU,837,357
W045949,LP0154,Cooling Fan,216,442
W045950,LP0084,Keyboard,139,505
W045951,LP0793,GPU,591,171
W045952,LP0048,SSD,613,80
W045953,LP0794,Keyboard,29,380
W045954,LP0584,Cooling Fan,463,134
W045955,LP0114,RAM,1040,688
W045956,LP0661,Display,734,560
W045957,LP0781,RAM,830,198
W045958,LP0959,Speaker,777,581
W045959,LP0839,RAM,767,78
W045960,LP0504,Motherboard,982,190
W045961,LP0552,SSD,1046,553
W045962,LP0623,GPU,35,241
W045963,LP0355,Speaker,454,540
W045964,LP0803,GPU,301,697
W045965,LP0307,Touchpad,40,145
W045966,LP0020,Motherboard,63,594
W045967,LP0723,SSD,549,43
W045968,LP0327,Touchpad,220,497
W045969,LP0171,Display,808,83
W045970,LP0440,SSD,123,493
W045971,LP0849,RAM,316,332
W045972,LP0800,Speaker,91,66
W045973,LP0845,Display,402,345
W045974,LP0406,Touchpad,310,338
W045975,LP0880,Motherboard,626,33
W045976,LP0278,SSD,454,30
W045977,LP0319,RAM,579,506
W045978,LP0272,Battery,581,229
W045979,LP0157,Speaker,905,342
W045980,LP0642,RAM,283,74
W045981,LP0540,Battery,193,639
W045982,LP0895,Battery,501,178
W045983,LP0213,Battery,801,646
W045984,LP0986,SSD,269,518
W045985,LP0713,Keyboard,530,182
W045986,LP0853,Battery,692,302
W045987,LP0680,Display,553,392
W045988,LP0083,Motherboard,360,507
W045989,LP0325,RAM,824,250
W045990,LP0692,Cooling Fan,815,289
W045991,LP0016,Battery,797,48
W045992,LP0514,Speaker,831,630
W045993,LP0655,Battery,36,272
W045994,LP0167,Display,790,387
W045995,LP0326,Touchpad,683,280
W045996,LP0669,Cooling Fan,389,273
W045997,LP0246,Battery,977,269
W045998,LP0343,Motherboard,37,287
W045999,LP0401,RAM,346,82
W046000,LP0847,Battery,730,292
W046001,LP0378,Cooling Fan,207,361
W046002,LP0123,Battery,484,530
W046003,LP0112,Battery,139,60
W046004,LP0886,Cooling Fan,520,694
W046005,LP0888,Touchpad,97,453
W046006,LP0138,Motherboard,88,119
W046007,LP0003,SSD,882,345
W046008,LP0706,Cooling Fan,247,359
W046009,LP0955,Touchpad,1094,225
W046010,LP0500,Cooling Fan,473,385
W046011,LP0911,SSD,926,139
W046012,LP0939,Touchpad,155,233
W046013,LP0177,Display,215,603
W046014,LP0883,Motherboard,761,343
W046015,LP0099,Motherboard,67,335
W046016,LP0762,SSD,464,465
W046017,LP0057,RAM,53,672
W046018,LP0778,RAM,307,393
W046019,LP0657,Speaker,284,573
W046020,LP0584,RAM,740,525
W046021,LP0618,Speaker,38,174
W046022,LP0205,Touchpad,220,621
W046023,LP0403,Keyboard,588,51
W046024,LP0803,RAM,27,579
W046025,LP0219,Display,283,194
W046026,LP0233,Keyboard,47,332
W046027,LP0430,RAM,954,191
W046028,LP0754,Battery,129,513
W046029,LP0285,Motherboard,629,185
W046030,LP0189,RAM,720,616
W046031,LP0023,Display,1003,212
W046032,LP0146,Battery,69,589
W046033,LP0956,Cooling Fan,266,658
W046034,LP0368,SSD,1093,475
W046035,LP0406,Keyboard,350,649
W046036,LP0912,Battery,940,613
W046037,LP0113,RAM,251,182
W046038,LP0664,SSD,137,122
W046039,LP0328,Speaker,334,120
W046040,LP0854,Keyboard,401,74
W046041,LP0674,Cooling Fan,596,673
W046042,LP0548,Keyboard,929,673
W046043,LP0531,SSD,906,189
W046044,LP0928,Touchpad,847,623
W046045,LP0435,Display,320,361
W046046,LP0876,Keyboard,717,394
W046047,LP0362,Battery,402,543
W046048,LP0535,RAM,1053,289
W046049,LP0069,Speaker,922,283
W046050,LP0197,Cooling Fan,707,671
W046051,LP0972,Motherboard,353,76
W046052,LP0349,Cooling Fan,476,571
W046053,LP0971,RAM,82,425
W046054,LP0956,Touchpad,655,191
W046055,LP0167,GPU,1067,344
W046056,LP0252,GPU,213,352
W046057,LP0798,RAM,465,450
W046058,LP0536,SSD,437,324
W046059,LP0580,SSD,673,420
W046060,LP0953,Battery,650,42
W046061,LP0006,Touchpad,37,574
W046062,LP0788,GPU,48,380
W046063,LP0570,Motherboard,235,407
W046064,LP0844,Speaker,741,630
W046065,LP0253,RAM,61,261
W046066,LP0641,Display,886,636
W046067,LP0888,SSD,863,171
W046068,LP0602,Motherboard,273,54
W046069,LP0561,Battery,1041,295
W046070,LP0104,Motherboard,395,101
W046071,LP0681,GPU,445,479
W046072,LP0519,Battery,975,603
W046073,LP0943,Touchpad,238,146
W046074,LP0335,Display,240,136
W046075,LP0853,Speaker,788,450
W046076,LP0963,Touchpad,562,658
W046077,LP0470,Cooling Fan,12,221
W046078,LP0216,Speaker,1020,686
W046079,LP0611,Display,489,314
W046080,LP0994,Display,176,187
W046081,LP0256,Cooling Fan,89,403
W046082,LP0010,RAM,1071,481
W046083,LP0649,RAM,386,537
W046084,LP0570,Speaker,177,534
W046085,LP0395,Motherboard,1062,327
W046086,LP0755,Touchpad,306,470
W046087,LP0937,Keyboard,963,108
W046088,LP0642,SSD,922,580
W046089,LP0884,Motherboard,711,82
W046090,LP0154,SSD,784,656
W046091,LP0384,GPU,726,152
W046092,LP0873,SSD,91,215
W046093,LP0077,Speaker,662,583
W046094,LP0761,GPU,959,85
W046095,LP0715,RAM,37,217
W046096,LP0609,Motherboard,811,228
W046097,LP0984,Cooling Fan,41,129
W046098,LP0111,Battery,577,524
W046099,LP0199,Speaker,118,569
W046100,LP0232,Speaker,1064,301
W046101,LP0975,Touchpad,1058,531
W046102,LP0808,Cooling Fan,632,376
W046103,LP0315,SSD,264,72
W046104,LP0461,Cooling Fan,550,73
W046105,LP0722,SSD,29,263
W046106,LP0778,Display,886,192
W046107,LP0530,Display,661,665
W046108,LP0482,SSD,590,659
W046109,LP0581,Cooling Fan,410,195
W046110,LP0448,Battery,119,513
W046111,LP0828,Display,573,525
W046112,LP0422,Keyboard,626,304
W046113,LP0613,SSD,749,281
W046114,LP0873,RAM,447,432
W046115,LP0021,SSD,417,144
W046116,LP0464,SSD,576,459
W046117,LP0787,GPU,978,480
W046118,LP0743,GPU,24,625
W046119,LP0818,Keyboard,475,210
W046120,LP0935,SSD,628,401
W046121,LP0824,Motherboard,988,395
W046122,LP0691,Motherboard,902,230
W046123,LP0602,RAM,961,447
W046124,LP0305,Battery,691,309
W046125,LP0613,Touchpad,898,325
W046126,LP0121,Speaker,1037,394
W046127,LP0847,SSD,815,226
W046128,LP0665,Keyboard,203,57
W046129,LP0604,Speaker,1006,318
W046130,LP0606,SSD,580,430
W046131,LP0433,Motherboard,820,228
W046132,LP0425,Keyboard,77,604
W046133,LP0360,GPU,30,356
W046134,LP0276,SSD,678,456
W046135,LP0065,Touchpad,596,592
W046136,LP0527,Cooling Fan,698,666
W046137,LP0525,Display,202,364
W046138,LP0974,Touchpad,221,465
W046139,LP0580,Cooling Fan,369,277
W046140,LP0176,Display,258,403
W046141,LP0683,SSD,1059,611
W046142,LP0962,GPU,114,347
W046143,LP0641,Cooling Fan,738,592
W046144,LP0926,Touchpad,223,54
W046145,LP0598,Keyboard,27,361
W046146,LP0869,Motherboard,517,249
W046147,LP0771,Battery,491,79
W046148,LP0315,Touchpad,568,279
W046149,LP0667,Motherboard,981,158
W046150,LP0960,Speaker,745,37
W046151,LP0145,Touchpad,152,359
W046152,LP0376,RAM,170,247
W046153,LP0983,Touchpad,116,377
W046154,LP0162,Cooling Fan,596,145
W046155,LP0818,GPU,428,441
W046156,LP0527,SSD,897,428
W046157,LP0020,Cooling Fan,410,641
W046158,LP0576,Display,427,645
W046159,LP1000,Display,137,589
W046160,LP0436,GPU,388,576
W046161,LP0865,GPU,224,483
W046162,LP0614,Display,1054,379
W046163,LP0034,RAM,646,341
W046164,LP0531,RAM,214,219
W046165,LP0428,Battery,155,314
W046166,LP0556,Touchpad,422,494
W046167,LP0861,Speaker,22,619
W046168,LP0637,Keyboard,193,268
W046169,LP0562,SSD,313,193
W046170,LP0815,Touchpad,459,586
W046171,LP0188,GPU,1043,39
W046172,LP0839,Speaker,162,495
W046173,LP0273,Keyboard,934,132
W046174,LP0291,Speaker,165,503
W046175,LP0072,RAM,711,458
W046176,LP0666,Motherboard,850,74
W046177,LP0308,RAM,832,633
W046178,LP0077,GPU,861,620
W046179,LP0342,Speaker,323,694
W046180,LP0546,GPU,394,190
W046181,LP0155,Touchpad,879,58
W046182,LP0189,Display,917,160
W046183,LP0268,RAM,770,358
W046184,LP0599,Cooling Fan,76,395
W046185,LP0344,GPU,114,329
W046186,LP0970,SSD,992,279
W046187,LP0085,Cooling Fan,61,486
W046188,LP0151,Motherboard,660,329
W046189,LP0970,SSD,244,404
W046190,LP0830,RAM,730,102
